order_id,customer_id,order_date,amount,product_category
5064,1213,2025-06-23,214.99,Books
5065,1291,2025-09-07,448.92,Home
5066,1055,2025-01-17,181.17,Books
5067,1259,2025-04-29,429.34,Books
5068,1943,2025-03-12,286.19,Books
5069,1352,2023-11-30,224.47,Home
5070,1217,2024-03-22,198.64,Clothing
5071,1147,2024-03-01,411.59,Toys
5072,1339,2023-12-28,289.82,Home
5073,1923,2024-03-30,417.13,Home
5074,1119,2025-05-05,375.71,Home
5075,1663,2024-11-17,328.38,Toys
5076,1023,2024-08-11,218.55,Books
5077,1274,2025-11-05,372.0,Electronics
5078,1793,2024-07-31,491.06,Home
5079,1409,2025-06-02,211.81,Toys
5080,1889,2024-11-04,182.6,Electronics
5081,1445,2024-11-09,295.9,Home
5082,1315,2025-05-02,340.63,Clothing
5083,1418,2024-02-08,96.74,Sports
5084,1146,2025-08-03,176.53,Electronics
5085,1807,2025-10-25,204.03,Clothing
5086,1612,2025-11-02,187.92,Sports
5087,1305,2024-04-22,160.12,Sports
5088,1561,2025-04-21,134.52,Books
5089,1090,2025-05-22,155.9,Sports
5090,1360,2024-10-27,276.1,Books
5091,1739,2025-02-15,130.65,Clothing
5092,1509,2025-04-15,405.57,Electronics
5093,1879,2025-02-03,115.02,Sports
5094,1425,2024-07-09,82.53,Sports
5095,1048,invalid,357.84,Toys
5096,1632,2025-06-19,257.41,Books
5097,1362,2024-10-09,68.52,Electronics
5098,1024,2025-10-30,125.41,Sports
5099,1928,2024-10-13,28.74,Books
5100,1214,2025-04-08,378.44,Sports
5101,1406,2024-09-27,67.1,Home
5102,1539,2024-02-29,176.91,Home
5103,1830,2024-09-24,436.12,Sports
5104,1105,2024-06-26,99.97,Home
5105,1139,2023-12-06,360.82,Electronics
5106,1424,2025-11-03,151.61,Home
5107,1175,2024-04-17,72.47,Electronics
5108,1890,2024-01-12,490.96,Sports
5109,1584,2025-04-03,55.34,Toys
5110,1774,2025-06-07,427.62,Toys
5111,1280,2025-09-16,412.85,Clothing
5112,1161,2024-01-05,380.78,Books
5113,1646,2024-03-19,482.04,Books
5114,1014,2025-10-20,45.56,Books
5115,1322,2025-10-17,260.4,Toys
5116,1045,2023-12-22,488.08,Clothing
5117,1402,2024-05-26,377.22,Books
5118,1257,2025-06-19,342.07,Books
5119,1570,2024-01-29,495.33,Home
5120,1551,2023-12-24,440.65,Toys
5121,1508,2025-01-16,227.21,Electronics
5122,1305,2024-12-15,458.3,Clothing
5123,1680,2025-10-19,89.72,Clothing
5124,,2025-10-31,350.06,Sports
5125,1522,2025-06-28,474.96,Books
5126,1690,2024-07-01,326.45,Electronics
5127,1769,invalid,230.58,Books
5128,1626,2025-08-08,170.02,Toys
5129,1506,2024-12-19,189.87,Home
5130,1823,2024-01-08,399.79,Home
5131,1237,2025-07-16,183.16,Clothing
5132,1572,2024-11-30,342.36,Home
5133,1796,2025-08-23,307.71,Sports
5134,1028,2025-09-06,306.39,Toys
5135,1213,2024-01-21,342.81,Sports
5136,1258,2024-08-08,94.08,Home
5137,1854,2024-05-07,332.28,Home
5138,1868,2025-06-10,33.56,Electronics
5139,2000,2023-12-07,215.12,Electronics
5140,1280,2023-12-10,252.7,Books
5141,1544,2025-06-25,7.57,Sports
5142,1663,2024-10-21,31.29,Toys
5143,1338,invalid,242.78,Home
5144,1175,2025-03-16,111.44,Home
5145,1817,2025-06-08,298.99,Home
5146,1978,2025-02-27,52.62,Books
5147,1632,2023-12-23,477.83,Home
5148,1693,2025-08-02,494.68,Books
5149,1308,2024-08-18,431.58,Books
5150,1330,2024-06-14,494.44,Sports
5151,1122,2025-06-23,403.31,Books
5152,1637,2025-02-26,242.64,Books
5153,1470,2023-12-04,286.2,Toys
5154,1824,2025-09-29,missing,Sports
5155,1080,2025-04-29,373.96,Clothing
5156,1651,2024-08-26,143.74,Electronics
5157,1591,2024-10-18,198.68,Toys
5158,1287,2023-12-21,119.73,Books
5159,1483,2024-12-06,168.53,Books
5160,1405,2025-02-27,146.91,Home
5161,,2023-12-04,71.03,Sports
5162,1106,2023-11-24,454.98,Sports
5163,1085,2025-10-16,267.26,Home
5164,1386,2024-01-14,180.85,Electronics
5165,1661,2024-11-11,238.49,Home
5166,1674,2024-09-30,256.4,Clothing
5167,1827,invalid,61.69,Home
5168,1924,2024-02-08,187.26,Books
5169,1934,2024-11-29,135.57,Sports
5170,1901,2024-04-16,174.21,Clothing
5171,1844,2023-11-27,28.96,Sports
5172,1499,2023-12-23,16.28,Sports
5173,1809,2025-01-10,279.47,Home
5174,1812,2025-04-18,299.54,Clothing
5175,1569,2024-09-24,371.57,Electronics
5176,1949,2025-08-07,404.82,Clothing
5177,1784,2025-09-24,270.89,Books
5178,1945,2025-03-21,319.97,Sports
5179,1534,2024-08-14,331.59,Electronics
5180,1881,2023-11-23,259.24,Sports
5181,1667,2025-01-07,6.21,Clothing
5182,1281,2024-05-31,99.47,Books
5183,1986,2024-04-08,287.56,Clothing
5184,1141,2024-10-22,489.84,Toys
5185,1463,2025-02-09,488.17,Toys
5186,1211,2025-10-28,32.28,Books
5187,1299,2024-10-13,462.39,Toys
5188,1830,2024-03-02,46.18,Home
5189,1152,2024-09-21,79.5,Home
5190,1286,2025-07-27,376.84,Toys
5191,1902,2024-08-28,201.78,Books
5192,1779,2025-04-19,45.76,Sports
5193,1252,2024-05-17,301.64,Clothing
5194,1238,2025-07-15,15.8,Electronics
5195,1658,2024-02-15,83.7,Home
5196,1730,2024-06-14,412.67,Clothing
5197,1335,2025-09-20,131.12,Home
5198,1343,2025-05-13,487.12,Books
5199,1248,2025-02-17,16.66,Clothing
5200,1165,2024-01-20,414.11,Toys
5201,1684,2024-06-20,424.36,Clothing
5202,1279,2024-07-05,400.91,Toys
5203,1289,2024-05-20,477.35,Electronics
5204,1546,2024-09-02,331.85,Home
5205,1439,2025-02-05,64.41,Sports
5206,1023,2024-12-10,378.34,Clothing
5207,1519,2024-05-11,484.38,Electronics
5208,1726,2024-10-12,323.45,Sports
5209,1924,2025-01-07,259.98,Toys
5210,1578,2025-08-07,422.86,Books
5211,1852,2025-03-09,398.58,Home
5212,1245,2024-06-04,146.26,Electronics
5213,1506,2025-02-23,455.77,Electronics
5214,1812,2024-11-25,210.38,Toys
5215,1803,2025-05-02,7.28,Toys
5216,1111,2024-10-10,232.39,Sports
5217,1390,2024-08-23,270.51,Home
5218,1760,2024-03-13,152.49,Sports
5219,1633,2024-11-25,477.14,Toys
5220,1768,2025-01-11,385.85,Sports
5221,1820,2024-06-04,280.25,Electronics
5222,1627,2025-05-19,220.17,Sports
5223,1707,2024-07-15,7.26,Clothing
5224,1021,2025-04-20,473.6,Books
5225,1917,2023-11-19,84.15,Clothing
5226,1412,2024-09-25,51.01,Electronics
5227,1963,2024-06-03,60.02,Electronics
5228,1880,2024-01-02,299.0,Sports
5229,1612,2024-10-08,178.07,Electronics
5230,1096,2025-09-13,230.75,Home
5231,1697,2025-04-04,271.1,Electronics
5232,1645,2024-06-16,234.26,Clothing
5233,1944,2024-03-25,70.31,Toys
5234,1978,2024-02-02,380.64,Clothing
5235,1135,2024-02-24,249.94,Toys
5236,1379,2025-07-15,264.29,Toys
5237,1327,2025-08-16,140.94,Clothing
5238,1546,2025-10-04,439.37,Electronics
5239,1368,2025-08-18,288.82,Electronics
5240,1264,2024-11-27,96.62,Electronics
5241,1828,2024-09-07,67.12,Electronics
5242,1701,2023-12-08,348.73,Books
5243,1253,2025-05-17,368.9,Toys
5244,1033,2024-04-05,364.36,Home
5245,1783,2024-12-07,121.49,Books
5246,1790,2024-10-03,184.62,Sports
5247,1956,2024-07-17,435.62,Sports
5248,,2024-08-15,150.23,Toys
5249,1866,2025-02-26,275.61,Electronics
5250,1832,2024-07-13,421.49,Home
5251,1743,2025-07-01,317.73,Books
5252,1724,2025-07-15,271.26,Electronics
5253,1249,2025-05-21,350.22,Clothing
5254,1288,2024-12-05,442.3,Toys
5255,1473,2024-02-06,203.22,Home
5256,1939,2024-10-03,151.41,Clothing
5257,1292,2024-05-14,17.65,Sports
5258,1320,2024-02-26,405.94,Clothing
5259,1780,2025-04-18,185.35,Home
5260,1316,2024-06-01,211.93,Sports
5261,1909,2025-11-01,53.9,Electronics
5262,1704,2025-02-07,64.36,Clothing
5263,1685,2025-04-23,173.38,Sports
5264,1834,2024-10-08,296.93,Books
5265,1202,2025-01-01,360.62,Sports
5266,1545,2025-07-20,387.54,Books
5267,1154,2024-10-22,46.73,Electronics
5268,1231,2025-03-19,136.22,Electronics
5269,1111,2025-02-02,72.99,Clothing
5270,1936,2023-12-31,435.23,Books
5271,1666,2025-01-28,34.87,Electronics
5272,1212,2025-01-12,96.43,Electronics
5273,1106,2025-07-26,456.88,Books
5274,1983,2025-01-18,366.31,Sports
5275,1991,invalid,21.8,Toys
5276,1684,2024-10-23,84.26,Clothing
5277,1082,2025-10-11,170.14,Home
5278,1877,2023-11-15,428.19,Books
5279,1490,2025-08-02,387.24,Sports
5280,1021,2025-09-29,246.38,Sports
5281,1965,2024-12-24,394.08,Electronics
5282,1040,2024-03-03,63.98,Electronics
5283,1757,2025-09-04,478.76,Clothing
5284,1397,2025-08-10,412.84,Clothing
5285,1369,2025-08-04,223.64,Sports
5286,1287,2025-01-07,393.14,Clothing
5287,1421,2025-08-19,302.08,Clothing
5288,1371,2024-02-05,40.92,Clothing
5289,1115,2025-01-25,483.21,Electronics
5290,1291,2024-05-24,218.56,Toys
5291,1737,2025-08-13,321.79,Sports
5292,1785,2025-06-28,474.86,Home
5293,1008,2024-12-21,471.51,Home
5294,1634,2023-12-28,274.33,Clothing
5295,1910,2024-01-30,152.43,Electronics
5296,1397,2024-12-05,302.42,Books
5297,1346,invalid,143.28,Home
5298,1704,2025-04-24,406.1,Clothing
5299,1265,2025-01-23,215.93,Sports
5300,1694,2024-06-30,423.46,Home
5301,1776,2025-06-16,254.94,Sports
5302,1628,2024-11-23,254.88,Clothing
5303,1695,2025-05-14,99.69,Sports
5304,1284,2024-09-30,462.86,Electronics
5305,1193,2025-09-18,29.31,Electronics
5306,1503,2024-10-30,195.36,Clothing
5307,1071,2025-06-14,missing,Toys
5308,1200,2025-11-02,147.66,Books
5309,1101,2024-02-06,386.46,Sports
5310,1655,2025-09-16,367.39,Books
5311,1313,2025-06-01,344.41,Home
5312,1452,2025-09-05,386.31,Clothing
5313,1816,2024-06-03,missing,Clothing
5314,1539,2025-09-24,9.86,Clothing
5315,1917,2024-11-27,435.31,Home
5316,1901,2025-10-17,363.34,Clothing
5317,1787,2024-10-18,146.81,Toys
5318,1436,2024-11-21,477.16,Electronics
5319,1751,2025-10-01,485.66,Home
5320,1393,2024-08-07,450.83,Books
5321,1098,2024-10-21,470.96,Toys
5322,1507,2024-08-30,319.75,Toys
5323,1776,2024-04-20,109.44,Electronics
5324,1032,2024-04-20,153.96,Clothing
5325,1472,2024-04-08,240.24,Home
5326,1087,2024-06-29,146.94,Clothing
5327,1350,2025-10-21,missing,Home
5328,1727,2025-06-17,227.92,Books
5329,1579,2025-03-18,51.63,Toys
5330,1615,2025-09-05,100.66,Home
5331,1037,2025-05-30,238.82,Electronics
5332,1879,2025-01-25,279.25,Toys
5333,1246,2024-06-10,404.15,Electronics
5334,1838,2024-12-07,175.89,Sports
5335,1009,2023-11-15,406.37,Home
5336,1944,2025-08-09,76.2,Electronics
5337,1562,2025-10-26,247.47,Home
5338,1842,2024-06-24,251.1,Books
5339,1679,2024-05-13,368.58,Electronics
5340,1959,2025-03-25,257.81,Books
5341,1322,2024-08-20,22.89,Sports
5342,1838,2025-05-07,205.97,Clothing
5343,1565,2024-11-17,276.59,Toys
5344,1721,2024-08-18,307.95,Sports
5345,1134,2024-08-27,368.52,Toys
5346,1746,2025-09-04,102.04,Books
5347,1899,2024-06-05,9.87,Electronics
5348,1594,2023-11-24,321.04,Sports
5349,1712,2025-05-03,376.84,Books
5350,1212,2023-12-26,171.88,Clothing
5351,1805,invalid,94.12,Electronics
5352,1031,2025-09-17,205.1,Books
5353,1827,2024-05-22,92.98,Toys
5354,1360,2024-07-21,272.11,Books
5355,1392,2025-08-12,6.36,Home
5356,1021,2024-06-04,291.82,Electronics
5357,1758,2024-03-01,336.54,Books
5358,1997,2024-09-04,455.8,Clothing
5359,1082,2024-03-21,458.47,Toys
5360,1594,2025-03-23,72.48,Home
5361,1601,2024-05-06,249.04,Electronics
5362,1407,2025-09-08,270.69,Home
5363,,2025-03-05,164.87,Books
5364,1521,2025-04-08,218.59,Electronics
5365,1617,2025-01-19,234.99,Clothing
5366,1939,2024-03-24,443.03,Toys
5367,1209,invalid,108.58,Clothing
5368,1875,2024-08-24,410.86,Books
5369,1479,2025-10-12,109.89,Toys
5370,1159,2024-11-20,152.79,Toys
5371,1332,invalid,154.46,Home
5372,1309,2024-08-06,195.31,Toys
5373,1089,invalid,469.26,Sports
5374,1150,2024-07-18,159.52,Home
5375,1737,2025-07-17,268.31,Books
5376,1010,2024-02-24,447.02,Clothing
5377,1342,2024-02-02,26.61,Electronics
5378,1385,2025-08-15,491.13,Electronics
5379,1103,2025-09-11,348.23,Home
5380,1693,2024-08-05,17.23,Clothing
5381,1234,2024-10-03,285.63,Electronics
5382,1309,2024-11-29,432.11,Home
5383,1150,invalid,374.76,Sports
5384,1957,2025-04-20,363.18,Clothing
5385,1110,2025-04-12,369.38,Clothing
5386,1517,2025-04-28,418.19,Toys
5387,1435,2025-03-15,231.27,Clothing
5388,1324,2024-06-27,193.15,Clothing
5389,1969,2025-08-25,247.74,Sports
5390,1416,2024-10-28,148.76,Electronics
5391,1702,2024-08-14,495.75,Books
5392,1018,2024-01-31,156.57,Home
5393,1701,2024-02-10,297.02,Electronics
5394,1120,2024-03-13,227.55,Sports
5395,1077,2024-06-10,300.04,Electronics
5396,1975,2024-09-24,missing,Electronics
5397,1452,2024-04-04,412.18,Toys
5398,1115,2024-11-03,57.72,Toys
5399,1853,2025-08-16,395.71,Sports
5400,1751,2025-08-06,169.24,Sports
5401,1688,2024-12-12,39.69,Clothing
5402,1709,2024-08-17,248.46,Home
5403,1209,2024-03-22,180.03,Home
5404,1709,2024-07-28,410.26,Clothing
5405,1970,2024-10-26,372.23,Toys
5406,1324,2025-08-20,409.33,Toys
5407,1883,2024-02-24,83.02,Electronics
5408,1209,2024-08-19,319.8,Toys
5409,1308,2025-07-28,368.58,Clothing
5410,1186,invalid,171.61,Books
5411,1300,2025-02-12,175.95,Toys
5412,1867,2025-02-23,119.21,Toys
5413,1210,2025-04-29,153.64,Books
5414,1159,2024-04-16,252.59,Toys
5415,1785,2024-02-07,384.0,Books
5416,1253,2024-04-04,179.17,Clothing
5417,1492,2024-04-20,208.48,Electronics
5418,1777,2023-11-15,134.49,Clothing
5419,1719,2024-08-12,167.01,Clothing
5420,1441,2024-11-19,213.32,Home
5421,1666,2024-05-24,112.42,Home
5422,1350,2025-11-03,301.01,Toys
5423,1957,2025-09-15,387.21,Sports
5424,1975,2025-01-07,379.81,Sports
5425,1215,2024-12-10,307.39,Toys
5426,1444,2024-04-25,151.53,Sports
5427,1615,2024-11-04,446.53,Sports
5428,1381,2025-08-04,42.43,Sports
5429,1194,2025-02-04,288.73,Electronics
5430,1235,2024-01-26,488.77,Books
5431,1227,2024-09-07,286.67,Sports
5432,1122,2024-02-13,271.39,Clothing
5433,1290,2024-10-18,27.51,Toys
5434,1715,2025-02-10,339.83,Toys
5435,1871,2024-05-07,145.26,Electronics
5436,1923,2025-03-20,139.48,Sports
5437,1142,2024-03-06,234.74,Clothing
5438,,2024-05-10,45.14,Books
5439,1091,2025-06-25,109.39,Toys
5440,1396,2024-09-10,114.23,Clothing
5441,1520,2024-11-07,377.17,Toys
5442,1184,2024-04-08,13.34,Home
5443,1167,2025-08-04,408.22,Clothing
5444,1191,2024-09-11,441.39,Electronics
5445,1242,2024-08-14,352.07,Sports
5446,1897,2024-04-09,437.55,Books
5447,1848,2025-05-18,424.98,Electronics
5448,1106,2025-08-22,179.06,Clothing
5449,1249,2025-02-25,379.7,Sports
5450,1385,2023-11-19,60.02,Home
5451,1012,2023-12-13,411.81,Books
5452,1292,2024-05-11,8.52,Toys
5453,1241,2025-07-19,197.68,Home
5454,1303,2025-02-08,62.18,Toys
5455,1861,2025-01-08,80.63,Books
5456,1130,2024-04-08,401.36,Books
5457,1193,2023-11-13,192.89,Sports
5458,1516,2024-10-30,436.72,Home
5459,1571,2024-03-20,425.41,Sports
5460,1983,2024-08-17,200.31,Books
5461,1452,2025-09-06,470.88,Sports
5462,1788,2024-11-12,498.96,Toys
5463,1924,2024-01-31,363.37,Home
5464,1670,2025-01-03,142.06,Electronics
5465,1825,2024-01-19,495.98,Sports
5466,1896,2024-02-13,267.61,Home
5467,1370,2024-12-18,167.71,Electronics
5468,1578,2023-12-13,431.52,Electronics
5469,1371,2024-02-17,325.05,Sports
5470,1353,2024-10-07,405.99,Home
5471,1093,2024-04-12,92.33,Clothing
5472,1481,2024-10-18,39.23,Toys
5473,1474,2025-10-20,77.61,Clothing
5474,1027,2025-07-16,464.25,Books
5475,1516,2024-09-17,459.23,Clothing
5476,1356,2025-01-15,451.58,Sports
5477,1421,2024-02-09,203.34,Books
5478,1455,2025-07-14,228.44,Clothing
5479,1395,2025-11-09,340.19,Clothing
5480,1898,2024-05-09,403.15,Books
5481,1069,2024-05-15,79.34,Toys
5482,1869,2024-08-06,128.5,Home
5483,1941,2025-05-19,407.15,Sports
5484,1641,2024-05-16,143.24,Books
5485,1294,2025-03-12,199.67,Books
5486,1311,2025-10-04,394.36,Toys
5487,1180,2025-01-06,231.37,Home
5488,1176,2024-03-08,165.55,Books
5489,1427,2023-12-17,299.83,Toys
5490,1752,2023-12-10,71.29,Clothing
5491,1799,2024-04-15,81.14,Clothing
5492,1591,2024-11-30,355.25,Home
5493,1705,2024-07-25,113.56,Clothing
5494,1180,2025-02-19,297.58,Home
5495,1441,2024-01-07,132.66,Electronics
5496,1996,2025-05-31,157.43,Books
5497,1926,2024-04-04,417.35,Toys
5498,1441,2024-09-21,482.14,Sports
5499,1202,2024-03-06,188.61,Sports
5500,1741,2024-07-22,119.74,Sports
5501,1244,2024-03-11,50.85,Sports
5502,1983,2025-10-04,251.09,Electronics
5503,1519,2024-04-13,147.56,Toys
5504,1943,2024-09-17,136.27,Sports
5505,1228,2023-12-06,151.95,Home
5506,1887,2024-05-20,103.99,Toys
5507,1555,2024-04-09,115.02,Electronics
5508,1015,2024-10-14,331.86,Clothing
5509,1755,2025-05-06,22.39,Sports
5510,1642,2025-08-15,missing,Clothing
5511,1455,2023-12-26,missing,Toys
5512,1581,2024-03-19,28.18,Toys
5513,1159,2024-02-14,238.1,Sports
5514,1367,2023-12-18,197.29,Toys
5515,1328,2025-02-27,413.22,Electronics
5516,1140,2023-11-26,93.22,Toys
5517,1942,2024-08-23,426.93,Toys
5518,1084,2024-03-18,467.04,Books
5519,1155,2024-06-17,169.31,Sports
5520,1656,2024-03-27,55.51,Sports
5521,1696,2024-06-26,484.52,Home
5522,1268,2024-12-09,103.62,Electronics
5523,1435,2024-03-24,6.18,Home
5524,1227,2023-12-10,341.04,Toys
5525,1871,2025-10-16,38.01,Home
5526,1156,2025-07-18,242.45,Sports
5527,1467,2024-05-26,51.7,Clothing
5528,1810,2024-10-02,296.21,Sports
5529,1006,2025-09-07,198.31,Books
5530,1734,2025-02-26,83.17,Toys
5531,1329,2025-08-14,305.07,Toys
5532,1691,2025-03-12,264.22,Toys
5533,1471,2025-10-27,26.97,Clothing
5534,1230,2025-06-03,423.71,Electronics
5535,1890,2025-05-17,381.06,Sports
5536,1909,2024-03-25,169.74,Sports
5537,1732,2025-09-04,301.28,Clothing
5538,1900,2023-11-20,477.9,Home
5539,1653,2024-01-07,477.77,Clothing
5540,1106,2024-12-02,347.56,Toys
5541,1301,2025-05-09,437.97,Home
5542,1681,2024-11-16,204.81,Clothing
5543,1067,2023-11-25,434.05,Electronics
5544,1916,2025-08-07,313.38,Toys
5545,1582,2023-12-24,455.06,Books
5546,1239,2024-12-18,291.54,Books
5547,1955,2025-09-09,73.43,Sports
5548,1929,2024-04-17,13.84,Toys
5549,1643,2025-05-19,307.21,Toys
5550,1588,2024-12-25,199.81,Sports
5551,1864,2024-05-13,441.75,Sports
5552,1804,2024-09-07,134.99,Sports
5553,1753,invalid,168.89,Clothing
5554,1951,2025-04-19,222.46,Books
5555,1220,2025-02-20,103.06,Electronics
5556,1816,2025-04-03,325.21,Sports
5557,1363,2024-07-11,250.97,Home
5558,1916,2024-05-18,445.67,Electronics
5559,1463,2025-11-05,400.28,Toys
5560,1963,2024-05-06,78.35,Toys
5561,1584,2024-05-11,420.07,Sports
5562,1591,2023-12-12,425.02,Electronics
5563,1899,2023-12-25,494.4,Books
5564,1616,2025-07-27,291.89,Electronics
5565,1825,2025-06-10,359.34,Clothing
5566,1387,2025-04-17,261.08,Electronics
5567,1970,2024-03-31,72.24,Clothing
5568,1430,2025-01-20,78.53,Electronics
5569,1458,2024-12-16,415.63,Sports
5570,1171,2023-12-20,210.63,Home
5571,1949,2025-09-24,391.86,Books
5572,1773,2025-08-25,385.88,Books
5573,1541,2025-05-15,418.37,Toys
5574,1594,2024-03-16,291.43,Sports
5575,1174,2025-09-20,107.65,Clothing
5576,1832,2025-09-21,392.96,Clothing
5577,1228,2025-06-05,430.09,Books
5578,1837,2025-04-10,373.68,Clothing
5579,1156,2024-03-21,109.73,Clothing
5580,1603,2025-10-25,253.94,Clothing
5581,1839,2025-06-25,385.63,Clothing
5582,1952,2023-12-25,101.79,Toys
5583,1950,2024-06-26,217.92,Home
5584,1487,2024-01-19,136.2,Sports
5585,1821,2024-08-26,354.74,Electronics
5586,1509,2025-05-05,196.44,Home
5587,1897,2024-10-19,379.84,Sports
5588,1639,2025-06-15,181.57,Toys
5589,1965,2024-03-21,54.77,Books
5590,1514,2024-11-24,318.38,Toys
5591,1311,2025-05-14,452.45,Books
5592,1629,2023-12-10,434.05,Home
5593,1955,2024-01-01,336.05,Sports
5594,1604,2025-06-04,13.45,Toys
5595,1909,2025-08-22,316.08,Clothing
5596,1893,2023-11-22,208.89,Electronics
5597,1084,2025-10-02,271.23,Home
5598,1719,2025-06-28,266.47,Books
5599,1555,2025-04-04,153.57,Electronics
5600,1883,2024-10-05,169.05,Sports
5601,1748,2025-02-16,349.63,Books
5602,1841,2024-12-23,213.45,Books
5603,1967,2025-07-16,201.41,Books
5604,1048,2024-10-28,428.49,Books
5605,1978,2023-12-11,149.37,Clothing
5606,1123,2023-11-12,112.14,Home
5607,1772,2024-08-04,147.73,Electronics
5608,1765,2024-10-23,210.15,Home
5609,1086,2024-09-02,81.81,Clothing
5610,1810,2025-05-06,90.63,Toys
5611,1199,2024-04-06,330.6,Books
5612,1287,2025-03-07,95.04,Toys
5613,1441,2024-12-17,250.54,Home
5614,1374,2025-02-16,438.48,Clothing
5615,1203,2024-12-14,355.27,Sports
5616,1122,2024-02-09,492.98,Home
5617,1649,2024-01-31,265.15,Sports
5618,1888,2024-04-13,160.27,Toys
5619,1041,2024-07-15,298.8,Books
5620,1011,2025-06-28,454.09,Toys
5621,1682,2025-09-04,203.19,Books
5622,1601,2025-02-13,293.81,Toys
5623,1384,2025-02-15,345.58,Books
5624,1319,2024-11-13,29.58,Clothing
5625,1700,2025-05-09,426.84,Electronics
5626,1076,2024-01-04,310.38,Toys
5627,1400,2024-02-23,434.55,Books
5628,1180,2025-01-26,328.68,Clothing
5629,1835,2024-11-17,90.55,Electronics
5630,1003,2024-03-16,250.51,Electronics
5631,1689,2024-12-12,407.14,Sports
5632,1888,2025-03-30,133.28,Toys
5633,1674,2023-12-03,198.88,Books
5634,,2024-02-19,63.33,Electronics
5635,1179,2025-01-18,36.51,Clothing
5636,1383,2024-07-03,466.13,Books
5637,1710,2024-03-25,397.62,Toys
5638,1605,2024-07-26,83.82,Electronics
5639,1338,2025-08-27,183.92,Electronics
5640,1210,2025-07-26,273.25,Clothing
5641,1129,2025-09-26,296.0,Toys
5642,1740,invalid,326.83,Sports
5643,1551,2023-12-16,207.01,Home
5644,1145,2024-12-22,150.84,Electronics
5645,1875,2025-11-07,417.34,Home
5646,1621,2025-09-12,246.35,Home
5647,1895,2024-09-24,300.54,Home
5648,1408,2025-08-22,61.54,Electronics
5649,1163,2025-09-26,16.56,Sports
5650,1726,2024-06-23,197.1,Clothing
5651,1680,2025-02-04,434.98,Electronics
5652,1406,2025-10-09,164.68,Clothing
5653,1107,2023-12-28,290.79,Toys
5654,1202,2025-05-01,47.08,Electronics
5655,1421,invalid,110.61,Sports
5656,1508,2024-08-14,101.93,Books
5657,1191,2023-12-31,144.34,Clothing
5658,1915,2024-09-25,144.35,Toys
5659,1074,2024-12-30,97.84,Clothing
5660,1591,2025-09-18,missing,Home
5661,1325,2023-11-15,499.06,Home
5662,1380,2024-04-08,109.36,Clothing
5663,1899,2024-11-05,170.24,Toys
5664,1804,2024-11-08,375.36,Sports
5665,1019,invalid,138.54,Electronics
5666,1292,2024-12-04,388.45,Sports
5667,1542,2025-02-01,232.34,Sports
